ts,latitude,ns,longitude,we
7174,55.74258353,N,37.52765334,E
7175,55.74258264,N,37.52765134,E
7176,55.74258219,N,37.52764985,E
7177,55.742582,N,37.52764883,E
7178,55.742582,N,37.52764883,E
7179,55.74258219,N,37.52764985,E
7180,55.742582,N,37.52765166,E
7181,55.74258169,N,37.52765182,E
7182,55.74258118,N,37.5276515,E
7183,55.7425813,N,37.52765217,E
7184,55.74258118,N,37.52765299,E
7185,55.7425813,N,37.52765668,E
7186,55.74258169,N,37.52765783,E
7187,-,-,-,-
7188,-,-,-,-
7189,-,-,-,-
7190,55.7425813,N,37.52765967,E
7191,55.7425813,N,37.52765967,E
7192,55.7425813,N,37.52765932,E
7193,55.7425813,N,37.52765849,E
7194,55.74258169,N,37.52765799,E
7195,55.74258181,N,37.52765751,E
7196,55.74258219,N,37.52765668,E
7197,55.74258251,N,37.52765668,E
7198,55.74258302,N,37.52765767,E
7199,55.74258366,N,37.52765865,E
7200,55.74258416,N,37.527659,E
7201,55.74258467,N,37.52765916,E
7202,55.74258499,N,37.52765932,E
7203,55.74258531,N,37.52765865,E
7204,55.74258531,N,37.52765834,E
7205,55.74258531,N,37.52765884,E
7206,55.7425855,N,37.527659,E
7207,55.74258582,N,37.52765967,E
7208,55.74258614,N,37.52766034,E
7209,55.74258652,N,37.52766151,E
7210,55.74258684,N,37.52766282,E
7211,55.74258715,N,37.52766301,E
7212,55.74258715,N,37.52766266,E
7213,55.74258684,N,37.52766234,E
7214,55.74258614,N,37.52766066,E
7215,55.74258569,N,37.527659,E
7216,55.74258518,N,37.52765649,E
7217,55.74258448,N,37.52765268,E
7218,55.74258416,N,37.52765017,E
7219,55.74258353,N,37.52764832,E
7220,55.74258283,N,37.52764616,E
7221,55.74258219,N,37.52764333,E
7222,55.7425813,N,37.52764015,E
7223,55.74258035,N,37.52763685,E
7224,55.74257965,N,37.52763383,E
7225,55.74257882,N,37.52763033,E
7226,55.74257819,N,37.52762766,E
7227,55.74257768,N,37.52762585,E
7228,55.74257736,N,37.52762467,E
7229,55.74257717,N,37.52762283,E
7230,55.74257685,N,37.52762168,E
7231,55.74257615,N,37.52761866,E
7232,55.74257584,N,37.52761399,E
7233,55.74257552,N,37.52761065,E
7234,55.74257533,N,37.52760782,E
7235,55.74257501,N,37.5276055,E
7236,55.74257431,N,37.52760366,E
7237,55.74257367,N,37.52760166,E
7238,55.74257253,N,37.52759918,E
7239,55.74257164,N,37.52759768,E
7240,55.74257119,N,37.52759733,E
7241,55.74257081,N,37.52759768,E
7242,55.74257081,N,37.52759784,E
7243,55.74257081,N,37.52759883,E
7244,55.74257081,N,37.52759918,E
7245,55.742571,N,37.52759899,E
7246,55.742571,N,37.52759949,E
7247,55.74257081,N,37.52759883,E
7248,55.74257081,N,37.52759733,E
7249,55.74257081,N,37.52759501,E
7250,55.74257081,N,37.52759333,E
7251,55.74257069,N,37.52759116,E
7252,55.7425703,N,37.52758916,E
7253,55.74256986,N,37.52758716,E
7254,55.74256967,N,37.52758684,E
7255,55.74256967,N,37.52758732,E
7256,55.74256935,N,37.52758732,E
7257,55.74256935,N,37.52758732,E
7258,55.74256948,N,37.52758884,E
7259,55.74256967,N,37.52758967,E
7260,55.74256986,N,37.52759066,E
7261,55.74256967,N,37.52759116,E
7262,55.74256935,N,37.52759132,E
7263,55.74256916,N,37.5275925,E
7264,55.74256884,N,37.52759368,E
7265,55.74256916,N,37.52759584,E
7266,55.74256935,N,37.52759816,E
7267,55.74256986,N,37.52759949,E
7268,55.7425703,N,37.52760118,E
7269,55.74257018,N,37.52760099,E
7270,55.74257018,N,37.52760134,E
7271,55.74257018,N,37.52760118,E
7272,55.74257018,N,37.52760083,E
7273,55.7425703,N,37.52760083,E
7274,55.74256986,N,37.52759965,E
7275,55.74256935,N,37.52759918,E
7276,55.74256897,N,37.52759899,E
7277,55.74256833,N,37.52759949,E
7278,55.74256802,N,37.52760032,E
7279,-,-,-,-
7280,-,-,-,-
7281,-,-,-,-
7282,-,-,-,-
7283,-,-,-,-
7284,-,-,-,-
7285,55.74256814,N,37.52760099,E
7286,55.74256783,N,37.52760083,E
7287,55.74256802,N,37.52760099,E
7288,55.74256783,N,37.52760118,E
7289,55.7425677,N,37.52760067,E
7290,55.74256719,N,37.52760051,E
7291,55.74256681,N,37.5276,E
7292,55.74256636,N,37.52759933,E
7293,55.74256598,N,37.52759883,E
7294,55.74256566,N,37.527598,E
7295,55.74256535,N,37.52759682,E
7296,55.74256465,N,37.52759616,E
7297,55.74256452,N,37.52759616,E
7298,55.74256433,N,37.52759616,E
7299,55.74256433,N,37.52759584,E
7300,-,-,-,-
7301,-,-,-,-
7302,-,-,-,-
7303,-,-,-,-
7304,55.74256598,N,37.52759984,E
7305,55.74256617,N,37.52760032,E
7306,55.74256617,N,37.52760083,E
7307,55.74256585,N,37.52760118,E
7308,55.74256566,N,37.52760166,E
7309,55.74256566,N,37.52760185,E
7310,55.74256535,N,37.52760201,E
7311,55.74256484,N,37.52760134,E
7312,55.74256414,N,37.52760067,E
7313,55.74256331,N,37.52759965,E
7314,55.74256248,N,37.52759851,E
7315,55.74256166,N,37.52759717,E
7316,55.74256064,N,37.52759651,E
7317,55.74255981,N,37.52759549,E
7318,55.74255886,N,37.52759466,E
7319,55.74255816,N,37.52759415,E
7320,55.74255797,N,37.52759399,E
7321,55.74255797,N,37.52759415,E
7322,55.74255765,N,37.52759466,E
7323,55.74255733,N,37.52759501,E
7324,55.74255714,N,37.52759517,E
7325,55.74255664,N,37.52759482,E
7326,55.74255581,N,37.52759533,E
7327,55.74255549,N,37.527596,E
7328,55.74255536,N,37.52759701,E
7329,55.74255486,N,37.52759768,E
7330,55.74255435,N,37.52759816,E
7331,55.74255384,N,37.52759768,E
7332,55.74255282,N,37.52759682,E
7333,55.74255168,N,37.52759568,E
7334,55.74255034,N,37.52759415,E
7335,55.74254932,N,37.52759282,E
7336,55.74254831,N,37.52759183,E
7337,55.74254748,N,37.52759101,E
7338,55.74254653,N,37.52758951,E
7339,55.74254615,N,37.52758916,E
7340,55.74254564,N,37.52758849,E
7341,55.74254468,N,37.52758818,E
7342,55.74254417,N,37.52758834,E
7343,55.74254386,N,37.52758916,E
7344,55.74254316,N,37.52758834,E
7345,55.74254265,N,37.52758751,E
7346,55.74254233,N,37.52758732,E
7347,55.74254214,N,37.52758767,E
7348,55.74254201,N,37.52758732,E
7349,55.74254182,N,37.52758649,E
7350,55.74254169,N,37.52758567,E
7351,55.74254131,N,37.52758468,E
7352,55.74254068,N,37.52758315,E
7353,55.74253985,N,37.52758083,E
7354,55.74253934,N,37.52757966,E
7355,55.74253883,N,37.52757883,E
7356,55.74253883,N,37.5275795,E
7357,55.7425382,N,37.5275795,E
7358,55.74253731,N,37.5275795,E
7359,55.74253686,N,37.52757966,E
7360,55.74253635,N,37.52757934,E
7361,55.74253553,N,37.52757867,E
7362,55.74253464,N,37.52757734,E
7363,55.742534,N,37.52757616,E
7364,55.74253318,N,37.52757517,E
7365,55.74253248,N,37.52757435,E
7366,55.74253184,N,37.52757333,E
7367,55.74253133,N,37.52757266,E
7368,55.74253114,N,37.52757235,E
7369,55.74253114,N,37.52757282,E
7370,55.74253114,N,37.52757333,E
7371,55.74253114,N,37.52757416,E
7372,55.7425307,N,37.52757498,E
7373,55.7425307,N,37.52757683,E
7374,55.7425307,N,37.52757867,E
7375,55.7425307,N,37.52758017,E
7376,55.7425305,N,37.52758166,E
7377,55.74253082,N,37.52758334,E
7378,55.74253082,N,37.52758401,E
7379,55.7425307,N,37.52758334,E
7380,55.7425307,N,37.52758334,E
7381,55.74253019,N,37.52758334,E
7382,55.74252981,N,37.52758334,E
7383,55.74252981,N,37.52758334,E
7384,55.74252949,N,37.52758233,E
7385,55.74252936,N,37.52758166,E
7386,55.74252866,N,37.52758083,E
7387,55.74252834,N,37.52757985,E
7388,55.74252764,N,37.52757934,E
7389,55.74252682,N,37.52757867,E
7390,55.74252618,N,37.52757867,E
7391,55.74252567,N,37.52757832,E
7392,55.74252516,N,37.52757785,E
7393,55.74252485,N,37.52757785,E
7394,55.74252497,N,37.52757816,E
7395,55.74252497,N,37.52757867,E
7396,55.74252485,N,37.527578,E
7397,55.74252497,N,37.52757765,E
7398,55.74252497,N,37.52757765,E
7399,55.74252466,N,37.52757718,E
7400,55.74252415,N,37.52757651,E
7401,55.74252364,N,37.52757549,E
7402,55.74252332,N,37.52757451,E
7403,55.74252319,N,37.52757451,E
7404,55.742523,N,37.52757435,E
7405,55.74252268,N,37.52757498,E
7406,55.74252268,N,37.52757517,E
7407,55.7425223,N,37.52757451,E
7408,55.74252249,N,37.52757416,E
7409,55.7425223,N,37.52757333,E
7410,55.74252199,N,37.52757266,E
7411,55.74252135,N,37.52757215,E
7412,55.74252116,N,37.52757235,E
7413,55.74252065,N,37.52757235,E
7414,55.74252033,N,37.52757215,E
7415,55.7425197,N,37.52757082,E
7416,55.74251951,N,37.5275705,E
7417,55.74251951,N,37.52757082,E
7418,55.7425197,N,37.52757066,E
7419,55.74251951,N,37.52756933,E
7420,55.74251982,N,37.52756834,E
7421,55.74252014,N,37.52756767,E
7422,55.74252065,N,37.52756783,E
7423,55.74252135,N,37.52756933,E
7424,55.74252167,N,37.52757082,E
7425,55.7425223,N,37.52757215,E
7426,55.74252319,N,37.52757483,E
7427,55.74252364,N,37.52757683,E
7428,55.74252364,N,37.52757832,E
7429,55.74252383,N,37.52757966,E
7430,55.74252402,N,37.52758001,E
7431,55.74252434,N,37.52758083,E
7432,55.74252485,N,37.52758134,E
7433,55.74252516,N,37.52758201,E
7434,55.74252516,N,37.52758217,E
7435,55.74252497,N,37.52758233,E
7436,55.74252516,N,37.52758249,E
7437,55.74252516,N,37.52758268,E
7438,55.74252536,N,37.52758217,E
7439,55.74252567,N,37.52758233,E
7440,55.74252586,N,37.52758249,E
7441,55.74252599,N,37.52758284,E
7442,55.74252618,N,37.52758366,E
7443,55.74252631,N,37.52758433,E
7444,55.74252618,N,37.52758484,E
7445,55.74252586,N,37.52758468,E
7446,55.74252599,N,37.52758484,E
7447,55.74252618,N,37.52758535,E
7448,55.74252631,N,37.527587,E
7449,55.7425265,N,37.527589,E
7450,55.74252631,N,37.52759116,E
7451,55.74252631,N,37.52759266,E
7452,55.74252631,N,37.52759368,E
7453,55.74252631,N,37.52759415,E
7454,55.74252618,N,37.52759434,E
7455,55.74252618,N,37.52759466,E
7456,55.74252618,N,37.5275945,E
7457,55.74252567,N,37.52759384,E
7458,55.74252567,N,37.52759415,E
7459,55.74252567,N,37.52759399,E
7460,55.74252599,N,37.52759415,E
7461,55.74252618,N,37.52759399,E
7462,55.74252618,N,37.52759333,E
7463,55.74252586,N,37.52759234,E
7464,55.74252586,N,37.52759151,E
7465,55.74252548,N,37.52759167,E
7466,55.74252516,N,37.5275905,E
7467,55.74252516,N,37.52759018,E
7468,55.74252536,N,37.52758999,E
7469,55.74252516,N,37.52758834,E
7470,55.74252536,N,37.52758767,E
7471,55.74252536,N,37.52758516,E
7472,55.74252586,N,37.52758401,E
7473,55.74252599,N,37.52758217,E
7474,55.74252631,N,37.52758134,E
7475,55.74252669,N,37.52758083,E
7476,-,-,-,-
7477,-,-,-,-
7478,-,-,-,-
7479,-,-,-,-
7480,-,-,-,-
7481,55.74252981,N,37.52758166,E
7482,55.74252981,N,37.52758268,E
7483,55.74252981,N,37.52758401,E
7484,55.74252949,N,37.52758535,E
7485,55.74252917,N,37.52758665,E
7486,55.74252866,N,37.52758799,E
7487,55.74252815,N,37.52759018,E
7488,55.74252764,N,37.52759167,E
7489,55.74252733,N,37.52759282,E
7490,55.74252733,N,37.52759384,E
7491,55.74252733,N,37.52759482,E
7492,55.74252733,N,37.52759568,E
7493,55.74252733,N,37.52759635,E
7494,55.74252682,N,37.52759717,E
7495,55.74252631,N,37.52759717,E
7496,55.74252586,N,37.52759682,E
7497,55.74252536,N,37.527596,E
7498,55.74252516,N,37.52759482,E
7499,55.74252536,N,37.52759384,E
7500,55.74252567,N,37.52759234,E
7501,55.74252567,N,37.52759151,E
7502,55.74252586,N,37.52759066,E
7503,55.74252599,N,37.52759034,E
7504,55.74252631,N,37.5275905,E
7505,55.74252714,N,37.52759183,E
7506,55.74252815,N,37.52759399,E
7507,55.74252847,N,37.52759616,E
7508,55.74252866,N,37.52759733,E
7509,55.74252847,N,37.52759784,E
7510,55.74252866,N,37.527598,E
7511,55.74252885,N,37.52759851,E
7512,55.74252885,N,37.52759883,E
7513,-,-,-,-
7514,-,-,-,-
7515,-,-,-,-
7516,-,-,-,-
7517,55.74252885,N,37.52760118,E
7518,55.74252847,N,37.5276015,E
7519,55.74252815,N,37.52760216,E
7520,55.74252764,N,37.52760299,E
7521,55.74252682,N,37.52760385,E
7522,55.74252631,N,37.52760468,E
7523,55.74252618,N,37.52760582,E
7524,55.74252586,N,37.52760684,E
7525,55.74252567,N,37.52760782,E
7526,55.74252567,N,37.52760849,E
7527,55.74252548,N,37.52760916,E
7528,55.74252485,N,37.52761017,E
7529,55.74252434,N,37.52761116,E
7530,55.74252383,N,37.52761183,E
7531,55.74252364,N,37.52761234,E
7532,55.74252332,N,37.52761316,E
7533,55.74252319,N,37.52761399,E
7534,55.74252268,N,37.5276145,E
7535,55.74252268,N,37.52761532,E
7536,55.74252268,N,37.52761567,E
7537,55.74252281,N,37.52761615,E
7538,55.74252281,N,37.5276165,E
7539,55.74252332,N,37.52761784,E
7540,55.74252364,N,37.52761984,E
7541,55.74252383,N,37.52762082,E
7542,55.74252402,N,37.52762216,E
7543,55.74252434,N,37.52762251,E
7544,55.74252453,N,37.52762267,E
7545,55.74252466,N,37.52762251,E
7546,55.74252466,N,37.52762251,E
7547,55.74252466,N,37.52762267,E
7548,55.74252453,N,37.52762232,E
7549,55.74252453,N,37.52762334,E
7550,55.74252434,N,37.52762467,E
7551,55.74252434,N,37.52762616,E
7552,55.74252434,N,37.52762734,E
7553,55.74252415,N,37.52762801,E
7554,55.74252364,N,37.52762782,E
7555,55.74252351,N,37.52762868,E
7556,55.74252319,N,37.52762915,E
7557,55.742523,N,37.52763017,E
7558,55.74252281,N,37.52763116,E
7559,55.74252281,N,37.52763268,E
7560,55.74252268,N,37.52763484,E
7561,55.74252281,N,37.52763599,E
7562,55.74252319,N,37.52763732,E
7563,55.74252351,N,37.52763783,E
7564,55.74252364,N,37.52763818,E
7565,55.74252332,N,37.527637,E
7566,55.74252281,N,37.527637,E
7567,55.7425223,N,37.52763685,E
7568,55.74252199,N,37.52763685,E
7569,55.74252148,N,37.52763634,E
7570,55.74252116,N,37.52763567,E
7571,55.74252065,N,37.52763433,E
7572,55.74251982,N,37.52763233,E
7573,55.742519,N,37.52763116,E
7574,55.74251836,N,37.52763068,E
7575,55.74251766,N,37.52762966,E
7576,55.74251664,N,37.52762833,E
7577,55.74251614,N,37.52762833,E
7578,55.74251499,N,37.52762734,E
7579,55.74251436,N,37.52762734,E
7580,55.74251366,N,37.52762699,E
7581,55.74251315,N,37.52762601,E
7582,55.742512,N,37.52762384,E
7583,55.7425113,N,37.52762318,E
7584,55.74251118,N,37.52762251,E
7585,55.7425113,N,37.52762318,E
7586,55.74251118,N,37.52762365,E
7587,55.74251099,N,37.527624,E
7588,55.74251086,N,37.52762432,E
7589,55.74251048,N,37.52762451,E
7590,55.74251067,N,37.52762534,E
7591,55.74251048,N,37.52762651,E
7592,55.74251016,N,37.52762632,E
7593,55.74250965,N,37.52762734,E
7594,55.74250965,N,37.52762884,E
7595,55.74250965,N,37.52763201,E
7596,55.74250933,N,37.52763383,E
7597,55.74250902,N,37.52763583,E
7598,55.7425087,N,37.52763783,E
7599,55.7425087,N,37.52763983,E
7600,55.74250819,N,37.52764184,E
7601,55.74250819,N,37.52764416,E
7602,55.74250781,N,37.52764584,E
7603,55.74250768,N,37.52764718,E
7604,55.74250768,N,37.52764934,E
7605,55.74250768,N,37.52765217,E
7606,55.74250781,N,37.52765516,E
7607,55.742508,N,37.52765884,E
7608,55.74250832,N,37.52766199,E
7609,55.74250882,N,37.52766501,E
7610,55.74250952,N,37.52766749,E
7611,55.74250997,N,37.52766835,E
7612,55.74251016,N,37.52766835,E
7613,55.74251016,N,37.52766883,E
7614,55.74250997,N,37.52766816,E
7615,55.74251035,N,37.52766883,E
7616,55.74251086,N,37.52766984,E
7617,55.74251169,N,37.52767185,E
7618,55.74251232,N,37.52767417,E
7619,55.74251264,N,37.52767515,E
7620,55.74251283,N,37.52767649,E
7621,55.74251283,N,37.52767766,E
7622,55.74251283,N,37.52767849,E
7623,55.74251283,N,37.52768033,E
7624,55.74251283,N,37.52768167,E
7625,55.74251353,N,37.52768383,E
7626,55.74251366,N,37.52768517,E
7627,55.74251385,N,37.52768615,E
7628,55.74251385,N,37.52768567,E
7629,55.74251366,N,37.52768517,E
7630,55.74251366,N,37.52768466,E
7631,55.74251366,N,37.527683,E
7632,55.74251366,N,37.5276825,E
7633,55.74251385,N,37.52768183,E
7634,55.74251385,N,37.52768218,E
7635,55.74251385,N,37.527683,E
7636,55.74251385,N,37.52768351,E
7637,55.74251334,N,37.52768383,E
7638,-,-,-,-
7639,-,-,-,-
7640,-,-,-,-
7641,-,-,-,-
7642,-,-,-,-
7643,55.74251181,N,37.5276885,E
7644,55.74251149,N,37.52768917,E
7645,55.7425113,N,37.52769,E
7646,55.7425113,N,37.52769101,E
7647,55.74251169,N,37.527692,E
7648,55.74251169,N,37.52769232,E
7649,55.74251118,N,37.52769232,E
7650,55.74251118,N,37.52769299,E
7651,55.74251118,N,37.52769432,E
7652,55.74251118,N,37.52769534,E
7653,55.74251118,N,37.52769699,E
7654,55.74251169,N,37.52769982,E
7655,55.74251251,N,37.52770316,E
7656,55.74251366,N,37.52770732,E
7657,55.74251518,N,37.52771133,E
7658,55.74251582,N,37.52771416,E
7659,55.74251601,N,37.52771632,E
7660,55.74251614,N,37.52771851,E
7661,55.74251633,N,37.52772017,E
7662,55.74251633,N,37.52772118,E
7663,55.74251633,N,37.52772182,E
7664,55.74251486,N,37.52771584,E
7665,55.74251366,N,37.52770967,E
7666,55.74251264,N,37.52770367,E
7667,55.74251118,N,37.52769616,E
7668,55.74250997,N,37.52768968,E
7669,55.74250882,N,37.52768332,E
7670,55.74250768,N,37.52767715,E
7671,55.74250698,N,37.52767216,E
7672,55.74250615,N,37.52766768,E
7673,55.74250615,N,37.52766717,E
7674,55.74250565,N,37.52766266,E
7675,55.74250615,N,37.52766301,E
7676,55.74250615,N,37.52766034,E
7677,55.74250615,N,37.52765767,E
7678,55.74250685,N,37.52765999,E
7679,55.74250647,N,37.52765767,E
7680,55.74250603,N,37.52765535,E
7681,55.74250615,N,37.52765535,E
7682,55.74250565,N,37.52765334,E
7683,55.74250514,N,37.52765115,E
7684,55.74250533,N,37.52765017,E
7685,55.74250514,N,37.52764867,E
7686,55.74250469,N,37.52764683,E
7687,55.7425045,N,37.52764502,E
7688,55.74250431,N,37.52764368,E
7689,55.74250469,N,37.52764317,E
7690,55.74250418,N,37.52763885,E
7691,55.74250298,N,37.52763383,E
7692,55.74250215,N,37.52762915,E
7693,55.74250132,N,37.52762384,E
7694,55.74250069,N,37.52761583,E
7695,55.74249967,N,37.52760817,E
7696,55.74249884,N,37.52760118,E
7697,55.74249763,N,37.52759234,E
7698,55.74249649,N,37.52758535,E
7699,55.74249763,N,37.52759116,E
7700,55.74249751,N,37.52759066,E
7701,55.74249732,N,37.52759018,E
7702,55.74249732,N,37.52758967,E
7703,55.74249732,N,37.52758916,E
7704,55.74249719,N,37.52758865,E
7705,55.74249719,N,37.52758799,E
7706,55.742497,N,37.52758751,E
7707,55.74249681,N,37.52758684,E
7708,55.74249668,N,37.52758617,E
7709,55.74249668,N,37.52758535,E
7710,55.74249668,N,37.52758468,E
7711,55.74249649,N,37.52758366,E
7712,55.74249617,N,37.52758268,E
7713,55.74249598,N,37.5275815,E
7714,55.74249566,N,37.52758032,E
7715,55.74249547,N,37.52757934,E
7716,55.74249535,N,37.52757867,E
7717,55.74249535,N,37.52757765,E
7718,55.74249516,N,37.52757683,E
7719,55.74249516,N,37.52757616,E
7720,55.74249484,N,37.52757517,E
7721,55.74249452,N,37.52757416,E
7722,55.74249433,N,37.52757317,E
7723,55.74249414,N,37.52757215,E
7724,55.74249414,N,37.52757133,E
7725,55.74249414,N,37.52757066,E
7726,55.74249414,N,37.52757034,E
7727,55.74249382,N,37.52757034,E
7728,55.74249369,N,37.52757015,E
7729,55.74249331,N,37.52756948,E
7730,55.74249331,N,37.52756917,E
7731,55.74249318,N,37.52756885,E
7732,55.74249331,N,37.52756901,E
7733,55.74249331,N,37.52756917,E
7734,55.7424935,N,37.52756901,E
7735,55.74249331,N,37.52756834,E
7736,55.74249318,N,37.52756716,E
7737,-,-,-,-
7738,-,-,-,-
7739,-,-,-,-
7740,55.74249185,N,37.52756284,E
7741,-,-,-,-
7742,-,-,-,-
7743,-,-,-,-
7744,-,-,-,-
7745,-,-,-,-
7746,-,-,-,-
7747,-,-,-,-
7748,-,-,-,-
7749,-,-,-,-
7750,-,-,-,-
7751,-,-,-,-
7752,-,-,-,-
7753,-,-,-,-
7754,-,-,-,-
7755,-,-,-,-
7756,-,-,-,-
7757,-,-,-,-
7758,-,-,-,-
7759,-,-,-,-
7760,-,-,-,-
7761,-,-,-,-
7762,-,-,-,-
7763,-,-,-,-
7764,-,-,-,-
7765,-,-,-,-
7766,-,-,-,-
7767,-,-,-,-
7768,-,-,-,-
7769,-,-,-,-
7770,-,-,-,-
7771,-,-,-,-
7772,-,-,-,-
7773,-,-,-,-
7774,-,-,-,-
7775,-,-,-,-
7776,-,-,-,-
7777,-,-,-,-
7778,-,-,-,-
7779,-,-,-,-
7780,-,-,-,-
7781,-,-,-,-
7782,-,-,-,-
7783,-,-,-,-
7784,-,-,-,-
7785,-,-,-,-
7786,-,-,-,-
7787,-,-,-,-
7788,-,-,-,-
7789,-,-,-,-
7790,-,-,-,-
7791,-,-,-,-
7792,-,-,-,-
7793,-,-,-,-
7794,-,-,-,-
7795,-,-,-,-
7796,-,-,-,-
7797,-,-,-,-
7798,-,-,-,-
7799,-,-,-,-
7800,-,-,-,-
7801,-,-,-,-
7802,-,-,-,-
7803,-,-,-,-
7804,-,-,-,-
7805,-,-,-,-
7806,-,-,-,-
7807,-,-,-,-
7808,-,-,-,-
7809,-,-,-,-
7810,-,-,-,-
7811,-,-,-,-
7812,-,-,-,-
7813,-,-,-,-
7814,55.74249115,N,37.52756166,E
7815,55.74249083,N,37.52756084,E
7816,55.74249083,N,37.52756116,E
7817,55.74249064,N,37.52756068,E
7818,-,-,-,-
7819,-,-,-,-
7820,-,-,-,-
7821,-,-,-,-
7822,-,-,-,-
7823,-,-,-,-
7824,-,-,-,-
7825,-,-,-,-
7826,-,-,-,-
7827,-,-,-,-
7828,-,-,-,-
7829,-,-,-,-
7830,-,-,-,-
7831,-,-,-,-
7832,-,-,-,-
7833,-,-,-,-
7834,-,-,-,-
7835,-,-,-,-
7836,-,-,-,-
7837,-,-,-,-
7838,-,-,-,-
7839,-,-,-,-
7840,-,-,-,-
7841,-,-,-,-
7842,-,-,-,-
7843,-,-,-,-
7844,-,-,-,-
7845,-,-,-,-
7846,-,-,-,-
7847,-,-,-,-
7848,-,-,-,-
7849,-,-,-,-
7850,-,-,-,-
7851,-,-,-,-
7852,-,-,-,-
7853,-,-,-,-
7854,-,-,-,-
7855,-,-,-,-
7856,-,-,-,-
7857,-,-,-,-
7858,-,-,-,-
7859,-,-,-,-
7860,-,-,-,-
7861,-,-,-,-
7862,-,-,-,-
7863,-,-,-,-
7864,-,-,-,-
7865,-,-,-,-
7866,-,-,-,-
7867,-,-,-,-
7868,-,-,-,-
7869,-,-,-,-
7870,-,-,-,-
7871,-,-,-,-
7872,-,-,-,-
7873,-,-,-,-
7874,-,-,-,-
7875,-,-,-,-
7876,-,-,-,-
7877,-,-,-,-
7878,-,-,-,-
7879,-,-,-,-
7880,-,-,-,-
7881,-,-,-,-
7882,-,-,-,-
7883,-,-,-,-
7884,-,-,-,-
7885,-,-,-,-
7886,-,-,-,-
7887,-,-,-,-
7888,-,-,-,-
7889,-,-,-,-
7890,-,-,-,-
7891,-,-,-,-
7892,-,-,-,-
7893,-,-,-,-
7894,-,-,-,-
7895,-,-,-,-
7896,-,-,-,-
7897,-,-,-,-
7898,-,-,-,-
7899,-,-,-,-
7900,-,-,-,-
7901,-,-,-,-
7902,-,-,-,-
7903,-,-,-,-
7904,-,-,-,-
7905,-,-,-,-
7906,-,-,-,-
7907,-,-,-,-
7908,-,-,-,-
7909,-,-,-,-
7910,-,-,-,-
7911,-,-,-,-
7912,-,-,-,-
7913,-,-,-,-
7914,-,-,-,-
7915,-,-,-,-
7916,55.74249369,N,37.52752466,E
7917,55.74249369,N,37.52752466,E
7918,55.74249369,N,37.52752482,E
7919,55.7424935,N,37.52752482,E
7920,55.74249331,N,37.52752466,E
7921,55.74249318,N,37.52752466,E
7922,55.7424928,N,37.52752415,E
7923,55.74249236,N,37.52752317,E
7924,55.74249198,N,37.52752234,E
7925,55.74249166,N,37.52752132,E
7926,55.74249134,N,37.52752018,E
7927,55.74249115,N,37.52751849,E
7928,55.74249134,N,37.527517,E
7929,55.74249153,N,37.52751582,E
7930,55.74249166,N,37.52751433,E
7931,55.74249185,N,37.52751315,E
7932,55.74249217,N,37.52751217,E
7933,55.74249217,N,37.52751134,E
7934,55.74249217,N,37.52751083,E
7935,55.74249217,N,37.52751052,E
7936,55.74249198,N,37.52751001,E
7937,55.74249166,N,37.52750934,E
7938,55.74249115,N,37.52750785,E
7939,55.74249083,N,37.52750683,E
7940,55.74249083,N,37.52750667,E
7941,55.74249064,N,37.52750667,E
7942,55.74249032,N,37.52750667,E
7943,55.74249001,N,37.52750632,E
7944,55.74248931,N,37.527506,E
7945,55.74248867,N,37.52750533,E
7946,55.74248784,N,37.52750498,E
7947,55.74248753,N,37.52750483,E
7948,55.74248734,N,37.52750416,E
7949,55.74248714,N,37.52750266,E
7950,55.74248734,N,37.52750117,E
7951,55.74248765,N,37.52750015,E
7952,55.74248784,N,37.52749933,E
7953,55.74248784,N,37.52749901,E
7954,55.74248784,N,37.5274985,E
7955,55.74248784,N,37.52749834,E
7956,55.74248784,N,37.52749783,E
7957,55.74248784,N,37.52749701,E
7958,55.74248765,N,37.52749583,E
7959,55.74248765,N,37.52749465,E
7960,55.74248765,N,37.52749316,E
7961,55.74248714,N,37.52749182,E
7962,55.74248714,N,37.52749017,E
7963,55.74248683,N,37.52748884,E
7964,55.74248664,N,37.52748766,E
7965,55.74248632,N,37.52748617,E
7966,55.74248581,N,37.52748467,E
7967,55.74248568,N,37.52748283,E
7968,55.74248568,N,37.52748067,E
7969,55.74248549,N,37.52747882,E
7970,55.74248549,N,37.52747717,E
7971,55.74248536,N,37.52747567,E
7972,55.74248498,N,37.52747418,E
7973,55.74248486,N,37.52747265,E
7974,55.74248435,N,37.52747132,E
7975,55.74248416,N,37.52747033,E
7976,55.74248384,N,37.52746967,E
7977,55.74248365,N,37.52746849,E
7978,55.74248352,N,37.52746766,E
7979,55.74248352,N,37.52746684,E
7980,55.74248352,N,37.52746633,E
7981,55.74248333,N,37.52746534,E
7982,55.74248314,N,37.52746417,E
7983,55.74248282,N,37.52746334,E
7984,55.74248269,N,37.52746334,E
7985,55.74248269,N,37.52746382,E
7986,55.74248231,N,37.52746299,E
7987,55.74248231,N,37.52746185,E
7988,55.74248219,N,37.52746,E
7989,55.74248219,N,37.52746,E
7990,55.74248168,N,37.52745965,E
7991,55.74248117,N,37.52745918,E
7992,55.74248136,N,37.52746417,E
7993,55.7424818,N,37.52746951,E
7994,55.74248199,N,37.52747367,E
7995,55.74248168,N,37.52747615,E
